split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
train_oof,legacy,0.1,0,34106,0.31415506124590603,0.6050922940681889,1.4060131245379988,-0.1324462516432433,-0.48288916646631513,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34107,0.16885089191299674,1.0521231351788956,-0.6163866952589896,0.9194854283108707,-0.6610582084479746,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34108,-0.6833416783423923,-2.2384454341786886,1.9899540583173831,-0.4797990809453773,0.6107919562611396,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34109,1.711580055751748,-0.9446612541325798,-0.7582923045975314,-0.7488010407171469,-0.9287570236450198,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34110,-0.6451294364814967,1.0918211607646264,1.2959965510446017,-0.26913356207258277,-0.24928507750990314,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34111,0.5122409324898899,-0.8729242291873913,-0.1015324620624628,1.158614229888407,-0.23260228258381388,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34112,0.5942259876262318,-0.4510240970110207,0.06623845371549367,0.5561886624680488,0.5436270890752798,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34113,-1.6646587075071402,1.486103243595089,0.15235496564266926,-0.03695876009359919,1.0870497936336347,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34114,0.10934700818196821,0.6716874271933434,-1.0875360922796125,-1.979574587724423,-1.0535647511935478,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34115,1.6300734963136099,0.27844613038156574,-0.29193925278816285,1.695572464917107,0.05374480368305289,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34116,0.00033990990443087357,-0.06986979089310612,0.7348447126258698,-0.11447585396905198,-0.0937272196764278,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34117,0.8472737510437759,1.5184382466779718,0.4913888538785928,-0.0910333569286695,0.1426445232324826,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34118,0.056052107810113265,0.29867724947745633,-0.3022254210963703,0.6180768155325825,-0.7790884473428559,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34119,0.35773378351909474,-0.7933415683106316,-0.11064475881790953,-1.2793394349436582,-0.5616858106911876,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34120,1.386156282655621,0.20324963454476896,-1.0917482628747583,-1.8966838679709213,-1.039532147211177,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34121,-1.3057422417227136,-0.8434041006322458,0.26518593585356914,0.7404994400772249,-1.147715326926172,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34122,-0.46285305701293605,-0.3019987727223392,0.08818441218257717,0.4978901947781047,-0.32165708119880376,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34123,-0.8517055436649378,-0.7206112304844691,-1.6926150156072726,-0.8575176982450523,-0.0916774108012473,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34124,2.226829577285992,0.6056760534072034,-0.9120311500241405,-0.6209269442675505,0.26772260915155743,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34125,-0.019193691421621858,0.06542897003510248,0.26274512065688294,-0.14982155023272375,0.59678662293539,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34126,0.5579510745520311,-1.2195166428360897,0.08718200067650513,0.8449585531268222,-1.1795561309558211,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34127,-1.1078565653297852,0.7076190968231595,-0.33780727216076595,1.7181372785474216,-0.5294399953882928,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34128,0.28295071996334775,2.8320086670271207,0.19374172747254473,-0.2170318217991962,-2.195436143013591,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34129,-1.5183990000298995,-0.6109321984038437,-1.5245725334302913,-0.1292318741119719,-1.0883510591540704,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34130,0.5105552852455112,0.05539815607776822,-0.25016477103727053,-0.12376810899529804,0.09797080703006139,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34131,1.2583275684178161,0.4228192380610416,0.010842507501298613,-0.8191550221574359,-0.8716896217953984,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34132,-1.3634195440640051,0.19482000956012874,-2.79512149206467,-1.0682574103042064,1.562970869144049,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34133,0.3565582448505832,0.24438528792737343,-1.6731111048807852,0.39274828945363954,-0.3531772266092243,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34134,0.546833502269999,0.7501629498800952,-1.021796226022005,-0.24555157247655526,1.7399039632457172,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34135,0.40357101138660917,0.6368008492147944,1.3980192534158367,1.5824822832850838,0.2987561123161668,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34136,-1.8956199538912317,-2.015388664256653,0.146647518021227,-1.1603907207345963,2.586214424551193,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34137,-1.0925265761107703,0.127730905695769,-0.08444579637470251,0.012284343860517797,-1.430743777671966,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34138,-0.29377816128676904,-0.22673377025485303,0.07769200647789146,0.5884477612479259,-0.8447785945276587,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34139,-1.36164940667335,-0.24909334921404896,-1.8368660946894892,-0.45235360373645406,-0.3998983976314364,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34140,-0.29051070473099955,-1.7182360948551838,0.4265414429396069,2.659554913742971,1.038363226312853,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34141,0.7750435567048861,-0.6865240727580654,0.17008400986469432,0.41685088931158487,-0.9230203423284566,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34142,0.7321714438520871,0.04418920702663852,2.2460243652187004,-1.2018660163009924,-0.2929767030709648,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34143,-0.862623583719096,-1.4644376032993738,0.362348845949048,-1.5529393093998183,-0.3455909948556094,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34144,0.9186162648375631,-0.32387157489324864,0.6052731480775301,0.1684773089906971,1.850556203668062,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34145,-0.0010909357545098675,-0.04186574760456863,-0.5126763762987321,0.4260219928876556,-0.1943123196234944,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34146,1.6835762999296633,-0.5786967895393741,-1.5805063871665326,-2.2381250345116057,0.3364464513491394,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34147,-0.7130257255857847,-2.7541681608758295,-0.25909767863609445,-1.430594765858494,0.3857315062175489,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34148,0.564606025048987,0.7232539522238967,0.622851708961434,-0.45005556807394426,0.18665459762325923,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34149,-0.4149428669637049,0.9609962485326662,0.6735393852769852,0.7324263276620036,0.09061026360723072,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34150,-1.0273083498464668,0.1748099217058131,1.3738299674194279,-0.11289977511888803,-1.3519727693245707,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34151,-0.8337008398764345,0.3840471071878543,1.0397037114719088,-1.0673563061657434,0.10345477459711251,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34152,0.18972301742178443,1.1158879017892724,-0.6388752314141957,-1.4323718185576892,-0.2963090156626659,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34153,-2.8216535954640536,-0.27125871712974775,0.13111668807843013,-0.5971635659992304,-0.7464541192001438,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34154,-1.591690878070173,0.7282533529854011,-0.6552111161330513,0.17820263057761984,-0.03442687131893812,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34155,0.17688839564642359,0.09207933234197702,-0.3828825660955093,0.42000479290984927,-2.2278392001673892,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34156,-1.537570614754741,1.3150297954526007,0.474736223293916,-0.6906773597768011,0.23429658715087312,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34157,0.1521035863767424,0.3703905400650408,1.1455110548416212,1.4668652342198572,0.536030519415939,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34158,-0.9282520704949708,0.59723717334039,-0.01810791302571337,-0.3969616466604795,0.06910658729177918,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34159,2.591368899119111,-1.364949495559717,0.4948195511430232,0.3917686440398783,1.2846435800158258,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34160,-0.6933377468180795,-0.2035049748697676,0.42304844590901136,-0.027490022626726313,0.4328869765359922,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34161,0.44671923170238703,-0.06998670822452992,2.751458386189472,-0.6929462359217611,-0.4808641960278859,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34162,-0.40321837898001206,-0.5644414778955211,-0.17642031432261296,0.9985696714397907,0.22011542874354886,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34163,-0.6015411532681258,1.3172255069381849,1.3842043948065896,-1.2821616088399752,-0.6271287908226111,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34164,1.6385392221428121,0.42895587936978413,-0.4539325285264726,-1.1535846497938547,0.5603413948907452,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34165,0.15035098158082316,-0.5955238996668536,-1.0568334172639322,0.5455035060231632,0.726765346618074,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34166,-1.6444007971629533,-2.102586600271289,-0.6985927781821976,0.6117006537798145,0.4997988461990179,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34167,1.3887663596611792,-0.29687128816856057,-0.23443463182524482,-1.042211383522867,1.2027648057107585,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34168,-0.019951651279246394,1.445651221822602,0.8157414190743827,-0.5933566252501183,-1.0009716555317913,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34169,0.05222809785808458,-0.13279420300002165,-0.1309856310775658,-0.2416106164931936,0.35845142521316264,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34170,0.5015649022262859,-0.014692084453385407,-0.719650724135564,-1.1069949104944268,-0.8017696805977247,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,34171,-0.42568390804085465,-1.180506759828091,-0.4120568386687679,-0.589066778773796,0.9139451286812366,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34172,-0.8389749858283966,-0.15839580404252235,1.684884135599434,-0.2917559686695444,1.353546362335756,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34173,-0.7421323538381484,0.13033600978420587,1.2023169268812541,-0.9404886261853082,-0.6572488988442923,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34174,0.37316713090098935,1.5178509889513134,-0.12561703621714942,0.24606886851597712,-0.8495736996616344,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34175,1.42913538590096,-0.138315751771285,1.1017040323393723,-0.35449695881687454,1.0236597061501724,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34176,1.3509818342343325,0.009616443774104522,-0.5720100491249579,0.4672992531210295,-0.04636294810113317,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34177,1.5302263529351696,-0.209483496126622,0.5533023856151823,2.356125565225334,-0.2988001118220877,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34178,0.4003201821659079,-1.8613062092408326,-0.6619027364711372,0.5634306546858593,0.4101177492070917,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34179,0.08399920156393907,0.25079572508623643,-0.5549430097875832,-0.26570022543019617,-0.18411978502924614,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34180,0.07310456808518848,0.19194732593723157,-0.21396134137666492,0.9047667436950502,1.6686686253604057,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34181,0.0707754013277279,-1.0591064995550246,1.4490301085692223,0.36341851706393585,1.1090909478689503,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34182,0.1655467969106161,-1.132008823625746,0.31950055477326983,-0.2521027829809383,1.4121255091012244,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34183,1.296068910881546,0.36038747731655474,-0.21761361056841863,0.5286255539210994,1.544273086465479,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,34184,-0.9761221783852819,-1.4675153520322428,0.18918884542550046,-0.27476600104277504,-0.4874438877497,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34185,-0.4258631060050285,-0.6133405212347345,-0.675101844192631,0.0903961870763581,0.40392502929869595,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34186,1.063062484201354,0.2792100685899454,1.3391741507734518,-2.0916298435803786,1.0864230276035702,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34187,0.3295595773703602,0.0993459228280188,-1.2774184086957072,-1.6778003905829906,-0.5574914940879419,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34188,-2.0153685998417545,1.1737729521813165,-1.013513843862544,0.15024316246943645,-0.25997845256208707,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34189,-1.4765882848170186,0.6307084888097332,0.6864288270780212,0.17157914690189427,0.4225324694536525,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34190,0.3170710751671865,0.09844846423398403,1.5126827737534883,-0.8081745962229958,-0.5865231835199236,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34191,-0.33290677078533687,-1.1872287154132841,-1.1033218736719559,0.4151643476706847,1.0155103678938924,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34192,-1.1711895359405708,-0.7856973206084131,-0.35018305483688755,-1.2448354934290407,-0.05821710971944702,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34193,-0.6206641810613014,0.8712701377235852,0.8836376461583463,0.9551548232405866,-1.7371709203138155,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34194,-0.6409464661411302,0.8235696701407038,0.07751638234477187,-0.7538705668166239,0.3019801713976292,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34195,-0.8210875284727812,-1.3880278290105035,-0.8765502452490351,-1.0838446673859021,-1.0654543561105203,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34196,-0.12411911683186956,-0.7312291003365486,0.7873621158802752,1.2811285400126255,0.12371277969343439,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34197,0.6411091382103613,-1.889234497816537,0.7793656152738496,0.3889217656112804,0.17046700977873064,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34198,-1.1737212154454277,-1.038286824522513,-0.47950166757770946,0.11563398019440825,0.27198206754838056,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34199,-0.9790220741213314,-0.2267548533265031,-0.2638365038511291,-2.9038732125498083,-0.7345724264581703,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34200,-0.20235228149542192,-1.4641003799413181,-1.3007522238935323,-0.17904162218305333,-0.8366845223147793,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34201,-0.10257649494381085,-1.046606274185503,-0.8046854445656004,-1.124279481208415,0.6985236374971154,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34202,0.004924062965637988,-0.3896854833527511,-0.3328577766151425,0.9622540933204146,0.28943672596458647,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
