pyg_position,gdb9_sdf_row_zero_based,qm9_name,smiles_from_pyg,listed_as_uncharacterised,rdkit_failure
89204,91005,gdb_91006,[H]C([H])([H])[C@]1([H])O[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
89210,91011,gdb_91012,[H]O[C@]1([H])C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
92436,94269,gdb_94270,[H]C1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
92438,94271,gdb_94272,[H]C([H])([H])[C@@]1([H])C([H])([H])OC12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
92440,94273,gdb_94274,[H]C1([H])O[C@]([H])(C([H])([H])[H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
92442,94275,gdb_94276,[H]C([H])([H])[N@@H+]1C([H])([H])C([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
92444,94277,gdb_94278,[H]O[C@@]1([H])C([H])([H])C([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
92446,94279,gdb_94280,[H]O[C@@]1([H])C([H])([H])N([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
92449,94282,gdb_94283,[H]O[C@@]1([H])C([H])([H])OC12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
93020,94860,gdb_94861,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C234OC2([H])(C3([H])[H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93024,94864,gdb_94865,[H]C([H])([H])[C@@]1([H])OC([H])([H])C234OC2([H])(C3([H])[H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
93027,94867,gdb_94868,[H]O[C@@]1([H])C([H])([H])C([H])([H])C234OC2([H])(C3([H])[H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
93132,94972,gdb_94973,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
93134,94974,gdb_94975,[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93136,94976,gdb_94977,[H]C1([H])O[C@]([H])(C([H])([H])[H])C234OC2([H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
93139,94979,gdb_94980,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93142,94982,gdb_94983,[H]O[C@@]1([H])C([H])([H])O[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
93159,94999,gdb_95000,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
93162,95002,gdb_95003,[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93165,95005,gdb_95006,[H]C([H])([H])[C@@]1([H])OC([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93166,95006,gdb_95007,[H]C([H])([H])[N@@H+]1C([H])([H])C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
93169,95009,gdb_95010,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
93172,95012,gdb_95013,[H]O[C@@]1([H])C([H])([H])O[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
95091,96951,gdb_96952,[H]C([H])([H])[NH2+]C1O[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
95518,97396,gdb_97397,[H][C+]([NH2+]C([H])([H])[H])OC1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
95823,97710,gdb_97711,[H]C([H])([H])C([H])([H])C#CC123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
95826,97713,gdb_97714,[H]OC([H])([H])C#CC123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
95855,97742,gdb_97743,[H]C([H])([H])C([H])([H])C#CC1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
95858,97745,gdb_97746,[H]OC([H])([H])C#CC1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
96625,98523,gdb_98524,[H]C([H])([H])C([H])([H])C(=O)C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
96628,98526,gdb_98527,[H]N(C(=O)C123OC1([H])(C2([H])[H])C3([H])[H])C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
96632,98530,gdb_98531,[H]C([H])([H])OC(=O)C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
96635,98533,gdb_98534,[H]OC([H])([H])C(=O)C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
96703,98601,gdb_98602,[H]C([H])([H])C([H])([H])C(=O)C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
96707,98605,gdb_98606,[H]N(C(=O)C1([H])C23([H])OC12([H])C3([H])[H])C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
96711,98609,gdb_98610,[H]C([H])([H])OC(=O)C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
96715,98613,gdb_98614,[H]OC([H])([H])C(=O)C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
99105,101096,gdb_101097,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
99108,101099,gdb_101100,[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
99111,101102,gdb_101103,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
99114,101105,gdb_101106,[H]C([H])([H])O[C@@]([H])(C([H])([H])[H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
99117,101108,gdb_101109,[H]OC([H])([H])[C@@]([H])(O[H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
99185,101176,gdb_101177,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
99187,101178,gdb_101179,[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 15 C, 5, is greater than permitted"
99189,101180,gdb_101181,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
99191,101182,gdb_101183,[H]C([H])([H])O[C@@]([H])(C([H])([H])[H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
99194,101185,gdb_101186,[H]OC([H])([H])[C@@]([H])(O[H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
100985,103018,gdb_103019,[H]C#CC1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
100989,103022,gdb_103023,[H]C([H])([H])C([H])([H])C1(C#N)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
100991,103024,gdb_103025,[H]C#CC1(N([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
100994,103027,gdb_103028,[H]N(C([H])([H])[H])C1(C#N)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
100997,103030,gdb_103031,[H]C#CC1(OC([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
101000,103033,gdb_103034,[H]C([H])([H])OC1(C#N)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
101003,103036,gdb_103037,[H]C#CC1(C([H])([H])O[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
101007,103040,gdb_103041,[H]OC([H])([H])C1(C#N)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
101179,103212,gdb_103213,[H]OC([H])([H])[C@]1(C([H])([H])[H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
101183,103216,gdb_103217,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
101186,103219,gdb_103220,[H]O[C@]1(C([H])([H])C([H])([H])[H])[C@@]2([H])C34([H])OC23([H])[C@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
101189,103222,gdb_103223,[H]C([H])([H])O[C@]1(C([H])([H])[H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
101192,103225,gdb_103226,[H]OC([H])([H])[C@]1(O[H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101258,103291,gdb_103292,[H]OC([H])([H])[C@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101266,103299,gdb_103300,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
101273,103306,gdb_103307,[H]C([H])([H])O[C@@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101293,103326,gdb_103327,[H]OC([H])([H])[C@]1(C([H])([H])[H])C23([H])OC12([H])[C@@]3([H])O[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101297,103330,gdb_103331,[H]OC([H])([H])[C@]1(C([H])([H])[H])C23([H])OC12([H])[C@@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101298,103331,gdb_103332,[H]OC([H])([H])[C@]1(O[H])C23([H])OC12([H])[C@@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
101301,103334,gdb_103335,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C23([H])OC12([H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
101302,103335,gdb_103336,[H]O[C@]1([H])C23([H])OC12([H])[C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
101307,103340,gdb_103341,[H]O[C@]1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])[C@@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
101315,103348,gdb_103349,[H]C([H])([H])O[C@]1(C([H])([H])[H])C23([H])OC12([H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
102442,104478,gdb_104479,[H]C(=O)C1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
102445,104481,gdb_104482,[H]C(=O)C1(N([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
102448,104484,gdb_104485,[H]C(=O)C1(OC([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
102450,104486,gdb_104487,[H]OC([H])([H])C1(C([H])=O)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
102630,104672,gdb_104673,[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 15 C, 5, is greater than permitted"
102632,104674,gdb_104675,[H]OC([H])([H])C1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
102634,104676,gdb_104677,[H]C([H])([H])OC1(C([H])([H])C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
102637,104679,gdb_104680,[H]OC([H])([H])C1(OC([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
102639,104681,gdb_104682,[H]OC([H])([H])C1(C([H])([H])O[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
103830,105893,gdb_105894,[H]OC([H])([H])[C@]12[C@@]([H])(C([H])([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
103834,105897,gdb_105898,[H]C([H])([H])C([H])([H])[C@]12[C@@]([H])(C([H])([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 16 C, 5, is greater than permitted"
103838,105901,gdb_105902,[H]O[C@@]1([H])[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
103841,105904,gdb_105905,[H]C([H])([H])[N@@H+]1[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
103843,105906,gdb_105907,[H]OC([H])([H])[C@]12[N@H+](C([H])([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
103845,105908,gdb_105909,[H]C([H])([H])O[C@]12[C@@]([H])(C([H])([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
103849,105912,gdb_105913,[H]O[C@@]1([H])[C@]2([H])C34([H])OC23([H])[C@@]14OC([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
103852,105915,gdb_105916,[H]OC([H])([H])[C@]12[C@@]([H])(O[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
104146,106209,gdb_106210,[H]C1=C([H])[C@]2(C([H])([H])C([H])([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
104149,106212,gdb_106213,[H]C1=C([H])[C@]2(OC([H])([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
104152,106215,gdb_106216,[H]OC([H])([H])[C@]12C([H])=C([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
104210,106273,gdb_106274,[H]OC([H])([H])C123OC1(C([H])([H])[H])(C2([H])[H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104214,106277,gdb_106278,[H]C([H])([H])C([H])([H])C123OC1(C([H])([H])[H])(C2([H])[H])[C@@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104272,106335,gdb_106336,[H]C#CC123OC1(C([H])([H])C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
104273,106336,gdb_106337,[H]C([H])([H])C([H])([H])C123OC1(C#N)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104279,106342,gdb_106343,[H]C#CC123OC1(C([H])([H])O[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
104280,106343,gdb_106344,[H]OC([H])([H])C123OC1(C#N)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104282,106345,gdb_106346,[H]C(=O)C123OC1(C([H])([H])C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
104286,106349,gdb_106350,[H]OC([H])([H])C123OC1(C([H])=O)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104336,106399,gdb_106400,[H]OC([H])([H])C123OC1([H])(C2([H])[H])C3(C([H])([H])[H])C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104342,106405,gdb_106406,[H]C([H])([H])C([H])([H])C123OC1([H])(C2([H])[H])C3(C([H])([H])[H])C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104343,106406,gdb_106407,[H]O[C@@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104349,106412,gdb_106413,[H]C([H])([H])C([H])([H])C123OC1([H])(C2([H])[H])C31C([H])([H])C1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104361,106424,gdb_106425,[H]OC([H])([H])C123OC1([H])(C2([H])[H])C31C([H])([H])C1([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104368,106431,gdb_106432,[H]C#C[C@]1([H])C23([H])OC12(C([H])([H])C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104369,106432,gdb_106433,[H]C([H])([H])C([H])([H])C123OC1([H])(C2([H])[H])[C@@]3([H])C#N,0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104380,106443,gdb_106444,[H]C#C[C@]1([H])C23([H])OC12(C([H])([H])O[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104381,106444,gdb_106445,[H]OC([H])([H])C123OC1([H])(C2([H])[H])[C@@]3([H])C#N,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104386,106449,gdb_106450,[H]C(=O)[C@]1([H])C23([H])OC12(C([H])([H])C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104392,106455,gdb_106456,[H]OC([H])([H])C123OC1([H])(C2([H])[H])[C@@]3([H])C([H])=O,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104485,106548,gdb_106549,[H]OC([H])([H])C123OC1([H])([C@]2([H])C([H])([H])[H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104486,106549,gdb_106550,[H]OC([H])([H])C123OC1([H])([C@]2([H])O[H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104493,106556,gdb_106557,[H]C([H])([H])C([H])([H])C123OC1([H])([C@@]2([H])C([H])([H])[H])[C@@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104494,106557,gdb_106558,[H]O[C@]1([H])C23([H])OC12(C([H])([H])C([H])([H])[H])[C@]3([H])C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
104532,106595,gdb_106596,[H]C([H])([H])C([H])([H])C123OC1(C([H])([H])C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
104534,106597,gdb_106598,[H]OC([H])([H])C123OC1(C([H])([H])C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
104538,106601,gdb_106602,[H]OC([H])([H])C123OC1(C([H])([H])O[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105628,107691,gdb_107692,[H]OC([H])([H])[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
105630,107693,gdb_107694,[H]OC([H])([H])[C@]12N([H])[C@]3(C([H])([H])[H])C14([H])OC324[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
105631,107694,gdb_107695,[H]OC([H])([H])C123OC14(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105636,107699,gdb_107700,[H]C([H])([H])C([H])([H])[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC324[H],0,"Explicit valence for atom # 16 C, 5, is greater than permitted"
105639,107702,gdb_107703,[H]O[C@]12C([H])([H])[C@]3(C([H])([H])C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
105641,107704,gdb_107705,[H]N1[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]14C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105642,107705,gdb_107706,[H]C([H])([H])C([H])([H])C123OC14(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105647,107710,gdb_107711,[H]C([H])([H])O[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
105650,107713,gdb_107714,[H]O[C@]12C([H])([H])[C@]3(OC([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
105653,107716,gdb_107717,[H]OC([H])([H])[C@]12C([H])([H])[C@]3(O[H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
105799,107862,gdb_107863,[H]C([H])([H])C([H])([H])C123OC14([H])[C@]2([H])C(=O)[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105806,107869,gdb_107870,[H]OC([H])([H])C123OC14([H])[C@]2([H])C(=O)[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105809,107872,gdb_107873,[H]OC([H])([H])C123OC14([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105818,107881,gdb_107882,[H]C([H])([H])C([H])([H])C123OC14([H])[C@]2([H])[C@@]([H])(C([H])([H])[H])[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105819,107882,gdb_107883,[H]O[C@]1([H])[C@@]2([H])C34([H])OC23(C([H])([H])C([H])([H])[H])[C@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
105831,107894,gdb_107895,[H]OC([H])([H])C123OC14([H])[C@]2([H])[C@@]([H])(O[H])[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105886,107949,gdb_107950,[H]C1=C([H])[C@]2([H])C34([H])OC23(C([H])([H])C([H])([H])[H])[C@@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
105891,107954,gdb_107955,[H]OC([H])([H])C123OC14([H])[C@]2([H])C([H])=C([H])[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105893,107956,gdb_107957,[H]OC([H])([H])C123OC14([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105897,107960,gdb_107961,[H]OC([H])([H])C123OC14([H])[C@]2([H])N([H])[C@]43C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105898,107961,gdb_107962,[H]OC([H])([H])[C@@]12C([H])([H])[C@@]3([H])C14([H])OC234C([H])([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
105903,107966,gdb_107967,[H]C([H])([H])C([H])([H])[C@@]12C([H])([H])[C@@]3([H])C14([H])OC234C([H])([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
105908,107971,gdb_107972,[H]N1[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
105909,107972,gdb_107973,[H]C([H])([H])C([H])([H])C123OC14([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105910,107973,gdb_107974,[H]O[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C([H])([H])C([H])([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
105915,107978,gdb_107979,[H]C([H])([H])O[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
105920,107983,gdb_107984,[H]OC([H])([H])C123OC14([H])[C@]2([H])C([H])([H])[C@]43O[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105924,107987,gdb_107988,[H]C([H])([H])C([H])([H])C123OC14([H])[C@]2([H])C([H])([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
105933,107996,gdb_107997,[H]OC([H])([H])C123OC14([H])[C@]2([H])C([H])([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
105934,107997,gdb_107998,[H]OC([H])([H])C123OC14([H])[C@]2([H])C([H])([H])O[C@]43[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
106463,108527,gdb_108528,[H]C([H])([H])C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 16 C, 5, is greater than permitted"
106467,108531,gdb_108532,[H]C([H])([H])C([H])([H])[C@]12C([H])([H])O[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
106469,108533,gdb_108534,[H]C([H])([H])C([H])([H])[C@]12OC([H])([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
